t, V, alpha, gamma, Q, T_cmd, elv_cmd, T_act, elv_act, gust
4.500000000000000111e-01,6.332905266724324633e+00,1.041883990488882000e-01,-3.585167133723408950e-02,6.565229916264229970e-02,5.605621006615971735e-01,7.685421045401372164e-02,5.605621006615971735e-01,7.685421045401372164e-02,0.000000000000000000e+00
4.600000000000000200e-01,6.330450555530569900e+00,1.043943333666157991e-01,-3.540030611942159011e-02,6.579920290369647984e-02,5.669640207537784971e-01,7.515747981153877988e-02,5.669640207537784971e-01,7.515747981153877988e-02,0.000000000000000000e+00
4.700000000000000289e-01,6.328011322953309481e+00,1.045917253664359753e-01,-3.493917854544364987e-02,6.589662274611458870e-02,5.733572051948476744e-01,7.347742982775641585e-02,5.733572051948476744e-01,7.347742982775641585e-02,0.000000000000000000e+00
4.799999999999999822e-01,6.325587026341334962e+00,1.047810021173453537e-01,-3.446920103080729908e-02,6.594645505224651372e-02,5.797424896812478634e-01,7.181536015688487484e-02,5.797424896812478634e-01,7.181536015688487484e-02,0.000000000000000000e+00
4.899999999999999911e-01,6.323177193825998188e+00,1.049625634548493752e-01,-3.399123995422303340e-02,6.595056388760005273e-02,5.861205896400606408e-01,7.017243203980144672e-02,5.861205896400606408e-01,7.017243203980144672e-02,0.000000000000000000e+00
5.000000000000000000e-01,6.320781422934299343e+00,1.051367821901150745e-01,-3.350611614323130427e-02,6.591078162990639255e-02,5.924921025332178237e-01,6.854966942138497610e-02,5.924921025332178237e-01,6.854966942138497610e-02,0.000000000000000000e+00
5.100000000000000089e-01,6.318399374930820045e+00,1.053040075273844745e-01,-3.301460868737202820e-02,6.582890656132325824e-02,5.988575170795065183e-01,6.694797661592433169e-02,5.988575170795065183e-01,6.694797661592433169e-02,0.000000000000000000e+00
5.200000000000000178e-01,6.316030769190449590e+00,1.054645682411807645e-01,-3.251745849525395499e-02,6.570670040734920281e-02,6.052172224076803886e-01,6.536815502168881464e-02,6.052172224076803886e-01,6.536815502168881464e-02,0.000000000000000000e+00
5.300000000000000266e-01,6.313675382105315315e+00,1.056187727760289491e-01,-3.201536864699890822e-02,6.554588897478542953e-02,6.115715098857084087e-01,6.381090368799988144e-02,6.115715098857084087e-01,6.381090368799988144e-02,0.000000000000000000e+00
5.400000000000000355e-01,6.311333043519901764e+00,1.057669109852593936e-01,-3.150900650764297539e-02,6.534816139103792609e-02,6.179205789639642399e-01,6.227682838981857261e-02,6.179205789639642399e-01,6.227682838981857261e-02,0.000000000000000000e+00
5.500000000000000444e-01,6.309003630310857424e+00,1.059092571116413695e-01,-3.099900726924782399e-02,6.511516807702306953e-02,6.242645476427850504e-01,6.076645771133139251e-02,6.242645476427850504e-01,6.076645771133139251e-02,0.000000000000000000e+00
5.600000000000000533e-01,6.306687065100022416e+00,1.060460701079659757e-01,-3.048597448864970305e-02,6.484852095670935734e-02,6.306034546042189604e-01,5.928024484651153725e-02,6.306034546042189604e-01,5.928024484651153725e-02,0.000000000000000000e+00
5.700000000000000622e-01,6.304383315218546002e+00,1.061775939151507198e-01,-2.997048062766334564e-02,6.454979410980510313e-02,6.369372609665967522e-01,5.781856889128426935e-02,6.369372609665967522e-01,5.781856889128426935e-02,0.000000000000000000e+00
5.799999999999999600e-01,6.302092386396593859e+00,1.063040599298409050e-01,-2.945307019370073734e-02,6.422052246301071521e-02,6.432658606083088149e-01,5.638174847518888366e-02,6.432658606083088149e-01,5.638174847518888366e-02,0.000000000000000000e+00
5.899999999999999689e-01,6.299814320145080693e+00,1.064256878423873870e-01,-2.893426090431489364e-02,6.386220152742141942e-02,6.495890844644630624e-01,5.497004653087146642e-02,6.495890844644630624e-01,5.497004653087146642e-02,0.000000000000000000e+00
5.999999999999999778e-01,6.297549193070536511e+00,1.065426856792936333e-01,-2.841454396893815931e-02,6.347628815455669260e-02,6.559067017147862666e-01,5.358367045507997362e-02,6.559067017147862666e-01,5.358367045507997362e-02,0.000000000000000000e+00
6.099999999999999867e-01,6.295297114987482345e+00,1.066552505246366467e-01,-2.789438510787727379e-02,6.306420065183654389e-02,6.622184229144776335e-01,5.222277588869479736e-02,6.622184229144776335e-01,5.222277588869479736e-02,0.000000000000000000e+00
6.199999999999999956e-01,6.293058222985169259e+00,1.067635701781413371e-01,-2.737422701490152890e-02,6.262731848897742926e-02,6.685239097572484024e-01,5.088747645773929185e-02,6.685239097572484024e-01,5.088747645773929185e-02,0.000000000000000000e+00
6.300000000000000044e-01,6.290832680468312788e+00,1.068678233673404365e-01,-2.685448973183931012e-02,6.216698241894102334e-02,6.748227766672562078e-01,4.957784505120355067e-02,6.748227766672562078e-01,4.957784505120355067e-02,0.000000000000000000e+00
6.400000000000000133e-01,6.288620676652812769e+00,1.069681798355211488e-01,-2.633557097736358502e-02,6.168449531278494963e-02,6.811145917103388348e-01,4.829391408013383735e-02,6.811145917103388348e-01,4.829391408013383735e-02,0.000000000000000000e+00
6.500000000000000222e-01,6.286422424558446131e+00,1.070648009889640373e-01,-2.581784711632372636e-02,6.118112229843099270e-02,6.873988799237071845e-01,4.703567902328438521e-02,6.873988799237071845e-01,4.703567902328438521e-02,0.000000000000000000e+00
6.600000000000000311e-01,6.284238155872316156e+00,1.071578409605133952e-01,-2.530167506479713557e-02,6.065809121566784201e-02,6.936751318309121173e-01,4.580310509960605625e-02,6.936751318309121173e-01,4.580310509960605625e-02,0.000000000000000000e+00
6.700000000000000400e-01,6.282068120383600629e+00,1.072474467090364508e-01,-2.478739250208288059e-02,6.011659276191302220e-02,6.999428043885074224e-01,4.459612789559724844e-02,6.999428043885074224e-01,4.459612789559724844e-02,0.000000000000000000e+00
6.800000000000000488e-01,6.279912585494934696e+00,1.073337581628289183e-01,-2.427531825433687507e-02,5.955778127607954525e-02,7.062013218803249170e-01,4.341465390038251604e-02,7.062013218803249170e-01,4.341465390038251604e-02,0.000000000000000000e+00
6.900000000000000577e-01,6.277771835300560710e+00,1.074169085727870315e-01,-2.376575283156281623e-02,5.898277497427559940e-02,7.124500774653488300e-01,4.225856228840726980e-02,7.124500774653488300e-01,4.225856228840726980e-02,0.000000000000000000e+00
7.000000000000000666e-01,6.275646165663989251e+00,1.074970253034018552e-01,-2.325898015135876781e-02,5.839265694353114322e-02,7.186884414024453660e-01,4.112771022907345253e-02,7.186884414024453660e-01,4.112771022907345253e-02,0.000000000000000000e+00
7.099999999999999645e-01,6.273535883511950573e+00,1.075742299369899097e-01,-2.275526779437573102e-02,5.778847536463878332e-02,7.249157622390630662e-01,4.002193358310993099e-02,7.249157622390630662e-01,4.002193358310993099e-02,0.000000000000000000e+00
7.199999999999999734e-01,6.271441306379666791e+00,1.076486384038747579e-01,-2.225486732899015219e-02,5.717124406971915707e-02,7.311313676329251887e-01,3.894104747901204477e-02,7.311313676329251887e-01,3.894104747901204477e-02,0.000000000000000000e+00
7.299999999999999822e-01,6.269362762549255841e+00,1.077203611870377192e-01,-2.175801457545958190e-02,5.654194290197431944e-02,7.373345641706015030e-01,3.788484692887698901e-02,7.373345641706015030e-01,3.788484692887698901e-02,0.000000000000000000e+00
7.399999999999999911e-01,6.267300587106782395e+00,1.077895038355462659e-01,-2.126493093936483378e-02,5.590151880804573870e-02,7.435246439966596288e-01,3.685311053060932873e-02,7.435246439966596288e-01,3.685311053060932873e-02,0.000000000000000000e+00
7.500000000000000000e-01,6.265255120262668953e+00,1.078561671769084906e-01,-2.077582403265065478e-02,5.525088655473441718e-02,7.497008876712518699e-01,3.584560194761100826e-02,7.497008876712518699e-01,3.584560194761100826e-02,0.000000000000000000e+00
7.600000000000000089e-01,6.263226707218830569e+00,1.079204473536044401e-01,-2.029088776712897196e-02,5.459092888441655078e-02,7.558625644112522135e-01,3.486207008041256050e-02,7.558625644112522135e-01,3.486207008041256050e-02,0.000000000000000000e+00
7.700000000000000178e-01,6.261215698130015106e+00,1.079824360635021213e-01,-1.981030276281356070e-02,5.392249718882238807e-02,7.620089322524574715e-01,3.390224985562333149e-02,7.620089322524574715e-01,3.390224985562333149e-02,0.000000000000000000e+00
7.800000000000000266e-01,6.259222446730865030e+00,1.080422207661964062e-01,-1.933423684825818015e-02,5.324641193778129056e-02,7.681392403617193221e-01,3.296586359893992346e-02,7.681392403617193221e-01,3.296586359893992346e-02,0.000000000000000000e+00
7.900000000000000355e-01,6.257247307303588357e+00,1.080998849987719890e-01,-1.886284618789792547e-02,5.256346423462247841e-02,7.742527342428419113e-01,3.205262340783808506e-02,7.742527342428419113e-01,3.205262340783808506e-02,0.000000000000000000e+00
8.000000000000000444e-01,6.255290634483076317e+00,1.081555084022436386e-01,-1.839627536859620924e-02,5.187441594814525686e-02,7.803486560759980151e-01,3.116223132061717721e-02,7.803486560759980151e-01,3.116223132061717721e-02,0.000000000000000000e+00
8.100000000000000533e-01,6.253352783047027685e+00,1.082091668597599948e-01,-1.793465769019737463e-02,5.118000019528096134e-02,7.864262451388281949e-01,3.029437986106966324e-02,7.864262451388281949e-01,3.029437986106966324e-02,0.000000000000000000e+00
8.200000000000000622e-01,6.251434108101487475e+00,1.082609326999260241e-01,-1.747811539192020702e-02,5.048092155698079286e-02,7.924847375336432354e-01,2.944875268137413238e-02,7.924847375336432354e-01,2.944875268137413238e-02,0.000000000000000000e+00
8.300000000000000711e-01,6.249534962530270299e+00,1.083108748855435427e-01,-1.702676055545215145e-02,4.977785749376256730e-02,7.985233705855825370e-01,2.862502624645515970e-02,7.985233705855825370e-01,2.862502624645515970e-02,0.000000000000000000e+00
8.399999999999999689e-01,6.247655695875261372e+00,1.083590591464875796e-01,-1.658069561967577890e-02,4.907145922585087056e-02,8.045413848166834692e-01,2.782287072338495565e-02,8.045413848166834692e-01,2.782287072338495565e-02,0.000000000000000000e+00
8.499999999999999778e-01,6.245796654297369521e+00,1.084055479973701497e-01,-1.614001342407759415e-02,4.836235181020302060e-02,8.105380240227288979e-01,2.704195005610467162e-02,8.105380240227288979e-01,2.704195005610467162e-02,0.000000000000000000e+00
8.599999999999999867e-01,6.243958180604975539e+00,1.084504009650181511e-01,-1.570479757222875694e-02,4.765113467779982098e-02,8.165125353172526523e-01,2.628192274462740063e-02,8.165125353172526523e-01,2.628192274462740063e-02,0.000000000000000000e+00
8.699999999999999956e-01,6.242140613751644196e+00,1.084936746829826271e-01,-1.527512266431083586e-02,4.693838192162820555e-02,8.224641699954537977e-01,2.554244238251757171e-02,8.224641699954537977e-01,2.554244238251757171e-02,0.000000000000000000e+00
8.800000000000000044e-01,6.240344286813320984e+00,1.085354230647896656e-01,-1.485105521770355499e-02,4.622464407681416837e-02,8.283921871365893530e-01,2.482315899168859724e-02,8.283921871365893530e-01,2.482315899168859724e-02,0.000000000000000000e+00
8.900000000000000133e-01,6.238569526773341423e+00,1.085756973383971424e-01,-1.443265379624414022e-02,4.551044836699860707e-02,8.342958539967753051e-01,2.412371921820098686e-02,8.342958539967753051e-01,2.412371921820098686e-02,0.000000000000000000e+00
9.000000000000000222e-01,6.236816654477107313e+00,1.086145461175470200e-01,-1.401996915505362984e-02,4.479629895309560766e-02,8.401744461265395758e-01,2.344376659628161913e-02,8.401744461265395758e-01,2.344376659628161913e-02,0.000000000000000000e+00
9.100000000000000311e-01,6.235085984830459616e+00,1.086520156191534137e-01,-1.361304449762779610e-02,4.408267719346468938e-02,8.460272470920322530e-01,2.278294225679201174e-02,8.460272470920322530e-01,2.278294225679201174e-02,0.000000000000000000e+00
9.200000000000000400e-01,6.233377825632625324e+00,1.086881497115532308e-01,-1.321191595423305658e-02,4.337004266647025846e-02,8.518535505511716233e-01,2.214088549431585118e-02,8.518535505511716233e-01,2.214088549431585118e-02,0.000000000000000000e+00
9.300000000000000488e-01,6.231692476651486068e+00,1.087229900352210538e-01,-1.281661316405401096e-02,4.265883441101851747e-02,8.576526619766082771e-01,2.151723448956725099e-02,8.576526619766082771e-01,2.151723448956725099e-02,0.000000000000000000e+00
9.400000000000000577e-01,6.230030229608276571e+00,1.087565760088587546e-01,-1.242715929322727071e-02,4.194947096264314140e-02,8.634238986870171884e-01,2.091162633540694787e-02,8.634238986870171884e-01,2.091162633540694787e-02,0.000000000000000000e+00
9.500000000000000666e-01,6.228391368231388725e+00,1.087889449835740402e-01,-1.204357129398574144e-02,4.124235076014939883e-02,8.691665898327211037e-01,2.032369756383711062e-02,8.691665898327211037e-01,2.032369756383711062e-02,0.000000000000000000e+00
9.599999999999999645e-01,6.226776168262181166e+00,1.088201323465470827e-01,-1.166586001460727731e-02,4.053785218777950644e-02,8.748800763924829971e-01,1.975308452959100708e-02,8.748800763924829971e-01,1.975308452959100708e-02,0.000000000000000000e+00
9.699999999999999734e-01,6.225184896337365714e+00,1.088501716050019191e-01,-1.129403089399930518e-02,3.983633525351708282e-02,8.805637132867064620e-01,1.919942402700670903e-02,8.805637132867064620e-01,1.919942402700670903e-02,0.000000000000000000e+00
9.799999999999999822e-01,6.223617809764488307e+00,1.088790944354007528e-01,-1.092808417332434209e-02,3.913814206791875472e-02,8.862168698275605383e-01,1.866235352448211010e-02,8.862168698275605383e-01,1.866235352448211010e-02,0.000000000000000000e+00
9.899999999999999911e-01,6.222075156526236661e+00,1.089069307090244632e-01,-1.056801494985648224e-02,3.844359694634871122e-02,8.918389297304530894e-01,1.814151125170230389e-02,8.918389297304530894e-01,1.814151125170230389e-02,0.000000000000000000e+00
1.000000000000000000e+00,6.220557175474428213e+00,1.089337086765468227e-01,-1.021381340772182372e-02,3.775300666503623309e-02,8.974292908467947916e-01,1.763653680720890515e-02,8.974292908467947916e-01,1.763653680720890515e-02,0.000000000000000000e+00
1.010000000000000009e+00,6.219064095961283734e+00,1.089594549950332197e-01,-9.865465031916050009e-03,3.706666096926267834e-02,9.029873658518474677e-01,1.714707135832960888e-02,9.029873658518474677e-01,1.714707135832960888e-02,0.000000000000000000e+00
1.020000000000000018e+00,6.217596137292390246e+00,1.089841948173240760e-01,-9.522951177259540365e-03,3.638483402880014761e-02,9.085125833913265669e-01,1.667275806759781903e-02,9.085125833913265669e-01,1.667275806759781903e-02,0.000000000000000000e+00
1.030000000000000027e+00,6.216153508702944031e+00,1.090079518041886936e-01,-9.186249112954602766e-03,3.570778454202036545e-02,9.140043881385677693e-01,1.621324213935816660e-02,9.140043881385677693e-01,1.621324213935816660e-02,0.000000000000000000e+00
1.040000000000000036e+00,6.214736409428855524e+00,1.090307481974542719e-01,-8.855332150788651144e-03,3.503575595962148820e-02,9.194622407199297687e-01,1.576817105483886705e-02,9.194622407199297687e-01,1.576817105483886705e-02,0.000000000000000000e+00
1.050000000000000044e+00,6.213345028859029284e+00,1.090526049596888120e-01,-8.530169771075648416e-03,3.436897650589632730e-02,9.248856174745527792e-01,1.533719505190692112e-02,9.248856174745527792e-01,1.533719505190692112e-02,0.000000000000000000e+00
1.060000000000000053e+00,6.211979546127346374e+00,1.090735417902819748e-01,-8.210728016452584557e-03,3.370766033480203372e-02,9.302740113190357540e-01,1.491996723579740863e-02,9.302740113190357540e-01,1.491996723579740863e-02,0.000000000000000000e+00
1.070000000000000062e+00,6.210640129997011982e+00,1.090935771883570216e-01,-7.896969802702772517e-03,3.305200835058953041e-02,9.356269320800751910e-01,1.451614379086035855e-02,9.356269320800751910e-01,1.451614379086035855e-02,0.000000000000000000e+00
1.080000000000000071e+00,6.209326938866538192e+00,1.091127284575859058e-01,-7.588854930104974722e-03,3.240220823305638848e-02,9.409439064892419768e-01,1.412538399464978445e-02,9.409439064892419768e-01,1.412538399464978445e-02,0.000000000000000000e+00
1.090000000000000080e+00,6.208040120948524532e+00,1.091310118293960657e-01,-7.286340255033018666e-03,3.175843467867237729e-02,9.462244779380341031e-01,1.374735060876858955e-02,9.462244779380341031e-01,1.374735060876858955e-02,0.000000000000000000e+00
1.100000000000000089e+00,6.206779814237633808e+00,1.091484425147954129e-01,-6.989379760821981362e-03,3.112084945598662597e-02,9.514682065416699697e-01,1.338171008873526718e-02,9.514682065416699697e-01,1.338171008873526718e-02,0.000000000000000000e+00
1.110000000000000098e+00,6.205546146394784301e+00,1.091650347522485770e-01,-6.697925025194547376e-03,3.048960282739300587e-02,9.566746695732621930e-01,1.302813267510249950e-02,9.566746695732621930e-01,1.302813267510249950e-02,0.000000000000000000e+00
1.120000000000000107e+00,6.204339234762059618e+00,1.091808018318833340e-01,-6.411925322675342785e-03,2.986483382863787395e-02,9.618434614883911715e-01,1.268629245498302527e-02,9.618434614883911715e-01,1.268629245498302527e-02,0.000000000000000000e+00
1.130000000000000115e+00,6.203159186406704606e+00,1.091957561172189756e-01,-6.131327665129806918e-03,2.924667035161397644e-02,9.669741938683289462e-01,1.235586742273187683e-02,9.669741938683289462e-01,1.235586742273187683e-02,0.000000000000000000e+00
1.140000000000000124e+00,6.202006098320787864e+00,1.092099091749956091e-01,-5.856076934765272121e-03,2.863522923042307808e-02,9.720664951152635513e-01,1.203653990999190709e-02,9.720664951152635513e-01,1.203653990999190709e-02,0.000000000000000000e+00
1.150000000000000133e+00,6.200880057353439945e+00,1.092232717800310365e-01,-5.586116035334421498e-03,2.803061672832843354e-02,9.771200106458415302e-01,1.172799658034447828e-02,9.771200106458415302e-01,1.172799658034447828e-02,0.000000000000000000e+00
1.159999999999999920e+00,6.199781140348113340e+00,1.092358539683760538e-01,-5.321386245507139789e-03,2.743292964478989335e-02,9.821344028566052486e-01,1.142992847136626439e-02,9.821344028566052486e-01,1.142992847136626439e-02,0.000000000000000000e+00
1.169999999999999929e+00,6.198709414157486997e+00,1.092476650435544039e-01,-5.061827240468883167e-03,2.684225537510678133e-02,9.871093511100323958e-01,1.114203100741129049e-02,9.871093511100323958e-01,1.114203100741129049e-02,0.000000000000000000e+00
1.179999999999999938e+00,6.197664935763458338e+00,1.092587136256449182e-01,-4.807377168829072948e-03,2.625867205293843515e-02,9.920445515646345580e-01,1.086400413465243159e-02,9.920445515646345580e-01,1.086400413465243159e-02,0.000000000000000000e+00
1.189999999999999947e+00,6.196647752384336627e+00,1.092690077449008368e-01,-4.557972719120914271e-03,2.568224849004938776e-02,9.969397169954159477e-01,1.059555266318629521e-02,9.969397169954159477e-01,1.059555266318629521e-02,0.000000000000000000e+00
1.199999999999999956e+00,6.195657901586277383e+00,1.092785548422887665e-01,-4.313549365106170846e-03,2.511304508381744655e-02,1.001794576763142652e+00,1.033638612665409642e-02,1.001794576763142652e+00,1.033638612665409642e-02,0.000000000000000000e+00
1.209999999999999964e+00,6.194695411483550629e+00,1.092873618098132299e-01,-4.074041565641063102e-03,2.455111445721979910e-02,1.006608876595290303e+00,1.008621879605053548e-02,1.006608876595290303e+00,1.008621879605053548e-02,0.000000000000000000e+00
1.219999999999999973e+00,6.193760300745370095e+00,1.092954349922077850e-01,-3.839382768570677278e-03,2.399650146921350133e-02,1.011382378576643815e+00,9.844769682725105359e-03,1.011382378576643815e+00,9.844769682725105359e-03,0.000000000000000000e+00
1.229999999999999982e+00,6.192852578792169993e+00,1.093027802606930110e-01,-3.609505505791421598e-03,2.344924336129525222e-02,1.016114860855686253e+00,9.611762744371726841e-03,1.016114860855686253e+00,9.611762744371726841e-03,0.000000000000000000e+00
1.239999999999999991e+00,6.191972245789578722e+00,1.093094030513905579e-01,-3.384341417379122061e-03,2.290936969885527461e-02,1.020806117648314526e+00,9.386927051643071535e-03,1.020806117648314526e+00,9.386927051643071535e-03,0.000000000000000000e+00
1.250000000000000000e+00,6.191119293016156711e+00,1.093153083871195030e-01,-3.163821536948017987e-03,2.237690345077545523e-02,1.025455958813216606e+00,9.169996609282578953e-03,1.025455958813216606e+00,9.169996609282578953e-03,0.000000000000000000e+00
1.260000000000000009e+00,6.190293702995982805e+00,1.093205008970413034e-01,-2.947876374154914832e-03,2.185186126363644621e-02,1.030064209680380927e+00,8.960710352438082393e-03,1.030064209680380927e+00,8.960710352438082393e-03,0.000000000000000000e+00
1.270000000000000018e+00,6.189495449529016646e+00,1.093249848232325655e-01,-2.736435926807525426e-03,2.133425349294057125e-02,1.034630711006529813e+00,8.758812157824775319e-03,1.034630711006529813e+00,8.758812157824775319e-03,0.000000000000000000e+00
1.280000000000000027e+00,6.188724497889135812e+00,1.093287640970515978e-01,-2.529429755625172381e-03,2.082408426724641909e-02,1.039155318664192862e+00,8.564051070987562658e-03,1.039155318664192862e+00,8.564051070987562658e-03,0.000000000000000000e+00
1.290000000000000036e+00,6.187980804844031013e+00,1.093318423462446287e-01,-2.326787028659538584e-03,2.032135162608982720e-02,1.043637903633205077e+00,8.376181313228293901e-03,1.043637903633205077e+00,8.376181313228293901e-03,0.000000000000000000e+00
1.300000000000000044e+00,6.187264319145051594e+00,1.093342229255803988e-01,-2.128436761694542552e-03,1.982604846235043461e-02,1.048078351348864068e+00,8.194962101257842468e-03,1.048078351348864068e+00,8.194962101257842468e-03,0.000000000000000000e+00
1.310000000000000053e+00,6.186574981596064227e+00,1.093359089253893995e-01,-1.934307848468477895e-03,1.933816262644341699e-02,1.052476561605895977e+00,8.020157642456351987e-03,1.052476561605895977e+00,8.020157642456351987e-03,0.000000000000000000e+00
1.320000000000000062e+00,6.185912725117365341e+00,1.093369031838372640e-01,-1.744329079971656876e-03,1.885767697601339540e-02,1.056832448461390017e+00,7.851537153690076737e-03,1.056832448461390017e+00,7.851537153690076737e-03,0.000000000000000000e+00
1.330000000000000071e+00,6.185277474898534855e+00,1.093372083504756120e-01,-1.558429189201826146e-03,1.838456936094426050e-02,1.061145939983618947e+00,7.688875064883280569e-03,1.061145939983618947e+00,7.688875064883280569e-03,0.000000000000000000e+00
1.340000000000000080e+00,6.184669148527057736e+00,1.093368268819310540e-01,-1.376536923192756435e-03,1.791881294795212576e-02,1.065416978092876166e+00,7.531950912140598225e-03,1.065416978092876166e+00,7.531950912140598225e-03,0.000000000000000000e+00
1.350000000000000089e+00,6.184087656491477958e+00,1.093357610731556240e-01,-1.198581220496877046e-03,1.746037694704812016e-02,1.069645517848049732e+00,7.380549175466797479e-03,1.069645517848049732e+00,7.380549175466797479e-03,0.000000000000000000e+00
1.360000000000000098e+00,6.183532902211264393e+00,1.093340130606787614e-01,-1.024491220937349782e-03,1.700922664667215908e-02,1.073831527403042774e+00,7.234459275845782356e-03,1.073831527403042774e+00,7.234459275845782356e-03,0.000000000000000000e+00
1.370000000000000107e+00,6.183004782131820143e+00,1.093315848381168354e-01,-8.541962868877056407e-04,1.656532347192445770e-02,1.077974987858840050e+00,7.093475593303994603e-03,1.077974987858840050e+00,7.093475593303994603e-03,0.000000000000000000e+00
1.380000000000000115e+00,6.182503185818459812e+00,1.093284783005904759e-01,-6.876260213119220546e-04,1.612862492047837173e-02,1.082075893099670560e+00,6.957397622112816704e-03,1.082075893099670560e+00,6.957397622112816704e-03,0.000000000000000000e+00
1.390000000000000124e+00,6.182027996205505360e+00,1.093246952412082057e-01,-5.247103547561954035e-04,1.569908499076746317e-02,1.086134249449169253e+00,6.826029803035191246e-03,1.086134249449169253e+00,6.826029803035191246e-03,0.000000000000000000e+00
1.400000000000000133e+00,6.181579090064005300e+00,1.093202373788247223e-01,-3.653796699649905890e-04,1.527665472248495443e-02,1.090150074981078188e+00,6.699181379147690907e-03,1.090150074981078188e+00,6.699181379147690907e-03,0.000000000000000000e+00
1.409999999999999920e+00,6.181156338013126472e+00,1.093151063591250721e-01,-2.095648046960817698e-04,1.486128220743444112e-02,1.094123399502096472e+00,6.576666394299959112e-03,1.094123399502096472e+00,6.576666394299959112e-03,0.000000000000000000e+00
1.419999999999999929e+00,6.180759604633625059e+00,1.093093037692905861e-01,-5.719706932912936646e-05,1.445291264672626981e-02,1.098054264371658428e+00,6.458303699217026600e-03,1.098054264371658428e+00,6.458303699217026600e-03,0.000000000000000000e+00
1.429999999999999938e+00,6.180388748514008768e+00,1.093028311645803247e-01,9.179175401641574087e-05,1.405148826571017869e-02,1.101942722412220244e+00,6.343917055168055152e-03,1.101942722412220244e+00,6.343917055168055152e-03,0.000000000000000000e+00
1.439999999999999947e+00,6.180043622580193130e+00,1.092956900697488187e-01,2.374693256458697797e-04,1.365694875727244129e-02,1.105788837431511240e+00,6.233334948139119397e-03,1.105788837431511240e+00,6.233334948139119397e-03,0.000000000000000000e+00
1.449999999999999956e+00,6.179724074530264843e+00,1.092878820027503584e-01,3.799026592801896815e-04,1.326923170061396727e-02,1.109592683564085025e+00,6.126390452096442535e-03,1.109592683564085025e+00,6.126390452096442535e-03,0.000000000000000000e+00
1.459999999999999964e+00,6.179429946839397836e+00,1.092794084751330386e-01,5.191581211457063465e-04,1.288827256517104287e-02,1.113354345263741774e+00,6.022921228061231883e-03,1.113354345263741774e+00,6.022921228061231883e-03,0.000000000000000000e+00
1.469999999999999973e+00,6.179161076872842884e+00,1.092702710024098800e-01,6.553014194256176700e-04,1.251400476000444351e-02,1.117073917121103044e+00,5.922769512102989825e-03,1.117073917121103044e+00,5.922769512102989825e-03,0.000000000000000000e+00
1.479999999999999982e+00,6.178917296910499068e+00,1.092604711172860538e-01,7.883976171218110441e-04,1.214635954761577111e-02,1.120751503807845495e+00,5.825782172026608072e-03,1.120751503807845495e+00,5.825782172026608072e-03,0.000000000000000000e+00
1.489999999999999991e+00,6.178698434484387825e+00,1.092500103747454376e-01,9.185110605583366675e-04,1.178526642877203261e-02,1.124387219574026542e+00,5.731810537480896972e-03,1.124387219574026542e+00,5.731810537480896972e-03,0.000000000000000000e+00
1.500000000000000000e+00,6.178504312818264843e+00,1.092388903734912153e-01,1.045705310224810322e-03,1.143065350578012507e-02,1.127981187568041221e+00,5.640710253813208466e-03,1.127981187568041221e+00,5.640710253813208466e-03,0.000000000000000000e+00
1.510000000000000009e+00,6.178334750832247479e+00,1.092271127562409599e-01,1.170043140154793104e-03,1.108244748567400323e-02,1.131533539829352009e+00,5.552341280894209502e-03,1.131533539829352009e+00,5.552341280894209502e-03,0.000000000000000000e+00
1.520000000000000018e+00,6.178189563234046666e+00,1.092146792147677126e-01,1.291586534202106762e-03,1.074057371702558973e-02,1.135044417139180695e+00,5.466567868443258579e-03,1.135044417139180695e+00,5.466567868443258579e-03,0.000000000000000000e+00
1.530000000000000027e+00,6.178068560558972244e+00,1.092015914933900933e-01,1.410396706852663599e-03,1.040495612111399550e-02,1.138513968938963394e+00,5.383258561292358219e-03,1.138513968938963394e+00,5.383258561292358219e-03,0.000000000000000000e+00
1.540000000000000036e+00,6.177971549417320851e+00,1.091878513940606615e-01,1.526534055225509025e-03,1.007551745437412945e-02,1.141942352957690421e+00,5.302286081663155209e-03,1.141942352957690421e+00,5.302286081663155209e-03,0.000000000000000000e+00
1.550000000000000044e+00,6.177898332996706543e+00,1.091734607982485922e-01,1.640058098634667068e-03,9.752179672991053219e-03,1.145329734421232315e+00,5.223527151438894789e-03,1.145329734421232315e+00,5.223527151438894789e-03,0.000000000000000000e+00
1.560000000000000053e+00,6.177848711074314991e+00,1.091584216675343527e-01,1.751027477445419407e-03,9.434863940415635919e-03,1.148676286032783267e+00,5.146862488222114090e-03,1.148676286032783267e+00,5.146862488222114090e-03,0.000000000000000000e+00
1.570000000000000062e+00,6.177822480067374222e+00,1.091427360449293005e-01,1.859499953005504941e-03,9.123490647107261597e-03,1.151982187889315279e+00,5.072176784683357642e-03,1.151982187889315279e+00,5.072176784683357642e-03,0.000000000000000000e+00
1.580000000000000071e+00,6.177819433131364057e+00,1.091264060510322431e-01,1.965532432988747590e-03,8.817979384020114414e-03,1.155247627304605729e+00,4.999358648060288346e-03,1.155247627304605729e+00,4.999358648060288346e-03,0.000000000000000000e+00
1.590000000000000080e+00,6.177839360214327336e+00,1.091094338836701982e-01,2.069180953244408212e-03,8.518249030042689129e-03,1.158472798734449860e+00,4.928300567501332427e-03,1.158472798734449860e+00,4.928300567501332427e-03,0.000000000000000000e+00
